,index,count,cum_sum,cum_percent,meal_super_category
2425,"  Spag­hetti mit Ragout von roten Linsen (a,i)       2,10 € / 3,45 €  ",1,4370015,99.99931351,
2426,"  Pizza­puffer mit Fenchel-To­ma­tensauce (1,a,f)       1,60 € / 2,95 €  ",1,4370016,99.99933639,
2427,"  Falafel mit Persi­schem Reis, Pini­en­kernen und Pfir­sich-To­ma­ten­chutney (3,a,k,m)       2,25 € / 3,60 €  ",1,4370017,99.99935927,
2428,"  Acitive Bowl mit mari­nier­tem, Soja­ge­sch­net­zel­tes, gerös­teten Süßkar­tof­feln, Dinkel, Blatt­salat und Senf­dres­sing (3,5,a,e,f,h,j,m)        3,30 € / 4,65 €  ",1,4370018,99.99938216,
2429,"  Farfal­le­nu­deln mit Blatt­spinat (a)      Toma­tendip       1,60 € / 2,95 €  ",1,4370019,99.99940504,
2430,"  Reis­puffer mit Dattel­ratatouille (f,h)       2,30 € / 3,65 €  ",1,4370020,99.99942792,
2431,"  Champignons frisch aus der Pfanne (i)       Aioli (f,j)       1,50 € / 3,10 €  ",1,4370021,99.99945081,
2432,"  Arabi­sche Bowl mit Falafel, Linsen­reis, Rote Bete­hummus und gebackenem Blumen­kohl (a,m)       2,40 € / 3,75 €  ",1,4370022,99.99947369,
2433,"  Gers­toni Bratling mit Möhren (a,f)      Toma­tendip       1,50 € / 3,10 €  ",1,4370023,99.99949657,
2434,"  Nasi Goreng (2,a,f,m)      Melonen-Chili-Sauce 1,60 € / 2,95 €  ",1,4370024,99.99951946,
2435,"  Vegane Bulette Berliner Art mit geschmorten Zwie­beln und Äpfeln (f,j)       2,25 € / 3,60 €  ",1,4370025,99.99954234,
2436,"  Falafel-Qui­noa­burger (2,3,a,f,m)        2,60 € / 3,95 €  ",1,4370026,99.99956522,
2437,"  Bio-Spaghetti (a)       Bio-Soja-Bolognese (f)        1,95 € / 3,30 €  ",1,4370027,99.9995881,
2438,"  Gemüse­curry mit Kicher­erbsen, Linsen und Mango­würfeln        1,80 € / 3,15 €  ",1,4370028,99.99961099,
2439,"  Bio-Kartoffel-Brokkoli­auflauf (c,g)       Bio-Mus­kat­ve­louté (a,g)       1,95 € / 3,30 €  ",1,4370029,99.99963387,
2440,"  Bio-Soja-Bolognese (f)        Bio-Spaghetti (a)       1,95 € / 3,30 €  ",1,4370030,99.99965675,
2441,"  Gemüse-Reis­pfanne mit Grün­kern (1,a)      Peperonidip (f,j)      1,60 € / 2,95 €  ",1,4370031,99.99967964,
2442,Nachmittagsangebot IV,1,4370032,99.99970252,
2443,"  Pommes Sticks       Vegane Dänische Remoulade (2,3,9,f,i,j,k)      1,60 € / 2,95 €  ",1,4370033,99.9997254,
2444,"  Burrito mit Guaca­mole (3,a,f)        2,40 € / 3,75 €  ",1,4370034,99.99974829,
2445,"  Brat­nudel­pfanne mit Asia­gemüse (2,a,f,m)      Red Thaidip (2)      1,60 € / 2,95 €  ",1,4370035,99.99977117,
2446,"  Grün­kohl­b­rat­ling (2,a,f,j)       Tomatendip       1,30 € / 2,90 €  ",1,4370036,99.99979405,
2447,"  Kicher­erbsen-Hirse­pfanne       Minz­c­re­medip (3,f)       1,80 € / 3,15 €  ",1,4370037,99.99981694,
2448,"  Gebratene Thymian­kartoffeln       Grüne Mojo (f,j)       1,60 € / 2,95 €  ",1,4370038,99.99983982,
2449,"  Gemüse­paella mit Voll­kornreis und Walnüssen (2,a,f,h,m)        2,40 € / 3,75 €  ",1,4370039,99.9998627,
2450,"  Blumen­kohl im Back­teig (a,c,g)      Kressedip (g,j)      1,50 € / 3,10 €  ",1,4370040,99.99988558,
2451,"  Gemüse­pfanne mit Rucola       Paprikadip (f,j)      1,80 € / 3,15 €  ",1,4370041,99.99990847,
2452,"  Bio-Spag­hetti (a)       Bio-So­ja-Bolognese (f)        1,95 € / 3,30 €  ",1,4370042,99.99993135,
2453,"  Auberginen im Haferflocken­mantel mit Toma­tensauce und Gemüse­bulgur (a)       2,30 € / 3,65 €  ",1,4370043,99.99995423,
2454,"  Curry Couscous mit Pilzen und Zucchini (3,a,f)       Minz­c­re­medip (3,f)       2,40 € / 3,75 €  ",1,4370044,99.99997712,
2455,"  Grüne Tortellini (a,i)       Tomaten­sauce       1,80 € / 3,15 €  ",1,4370045,100,
